,Unnamed: 0,company,job title,headquarters,salary estimate,job type,size,founded,type,industry,sector,revenue,job description
251,251,"Teladoc Health
4.0",Data Scientist - Personalization,"Mountain View, CA",$85K - $154K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,2002,company - public,health care services & hospitals,health care,$100 to $500 million (usd),"The Opportunity

Come work for a data-driven innovator that's transforming the healthcare industry. In your role as a Data Scientist for Personalization, you'll work closely with marketing teams driving enrollment and retention to create scalable analytics that directly drive Livongo's business forward.

This role will leverage your technical skills and business acumen as you deliver insights that inform Livongo's most important business decisions. You'll collaborate closely with leaders to support growth, helping us increase our reach and impact a greater number of people living with chronic and behavioral conditions. Your efforts will improve the value of Livongo services to our Members, increased engagement and member retention.

This high-profile, high-impact opportunity on the Data Science team has huge advancement potential, as well as the opportunity to leverage data in ways that truly make a difference in people's lives.



The Data Scientist at Teladoc Health is responsible for delivering data-driven insights and developing AI/ML products in telehealth to make healthcare more accessible and affordable. You will have the opportunity to leverage the rich data at Teladoc Health and your data science skills to solve very diverse set of business problems, ranging from customer acquisition and engagement, to demand forecasting, scheduling and clinical outcome analysis. You will collaborate closely with engineers, product managers, fellow data scientists and business stakeholders on deliverables impacting millions of members and the growth of our business. As the Data Science team continues to evolve, you will also play a critical role in the maturation of machine learning infrastructure, data science best practices, as well as analytic roadmaps.

The ideal candidate will have solid hands-on experience in AI/ML, outstanding business acumen, intense curiosity, and superior written and verbal communication skills. He/she will have a strong bias toward data-driven decision making. He/she will be a self-starter, comfortable with ambiguity, able to think big while paying attention to detail, and enjoy working in a fast-paced dynamic environment.

If you are excited about being part of the growing data science organization and using data science to drive changes in healthcare this is the role for you!



The transformative industry forces in Community, Content and Commerce are now household names. As Amazon is to Commerce, Livongo is to Healthcare. With our Applied Health Signals engine, AI+AI, we've transformed how care is delivered.

: Livongo's proprietary, consumer-first technology is revolutionizing the experience of living with a chronic health condition. Our data-driven digital health engine enables our Members to seamlessly manage multiple health conditions on one empowering platform. We use smart, connected devices, personalized digital guidance, and 24x7x365 access to health professionals to make it easier for people to stay healthier.

: Do you want to accomplish something meaningful? To create results that matter? Livongo's innovative solution produces industry-leading member satisfaction, measurable clinical outcomes and proven healthcare costs savings. Here you can truly improve lives.

We are at a milestone period in our history. On July 25, 2019 we took our company public, in order to elevate and expand the way the industry views us, thus ushering us into a whole new set of mission-critical conversations that will help us accomplish the work still to be done. As we reach new levels of achievement, we accelerate our ability to deliver life-changing services.

: Livongo has been voted one of the in healthcare, by ! Talented, passionate individuals make the difference, in this fast-moving, collaborative and inspiring environment.

: At Livongo we believe that personal and professional diversity is the key to innovation. We hire based solely on your strengths and qualifications, and the way in which those strengths can directly contribute to your success in your new position.

: We've already made healthcare history, yet we remain on the threshold of very big things. Leading the industry with our Applied Health Signals category, we have cracked the code to transforming healthcare. Come grow with us and support our mission to make a tangible difference in the lives of our Members.

See photos, watch videos and learn more about Livongo: follow us on Glassdoor.

#LivongoIPO #appliedhealthsignals"
252,252,"Databricks
4.8",Data Science - Product Analytics and Inference,"San Francisco, CA",$143K - $225K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,2013,company - private,computer hardware & software,information technology,unknown / non-applicable,"At Databricks, we are obsessed with enabling data teams to solve the world's toughest problems, from security threat detection to cancer drug development. We do this by building and running the world's best data and AI infrastructure platform, so our customers can focus on the high value challenges that are central to their own missions.
Founded in 2013 by the original creators of Apache Spark, Databricks has grown from a tiny corner office in Berkeley, California to a global organization with over 1000 employees. Thousands of organizations, from small to Fortune 100, trust Databricks with their mission-critical workloads, making us one of the fastest growing SaaS companies in the world.
Our engineering teams build highly technical products that fulfill real, important needs in the world. We constantly push the boundaries of data and AI technology, while simultaneously operating with the resilience, security and scale that is critical to making customers successful on our platform."
253,253,"JD.com
3.6","Search - Data Scientist, Experimentation and User Study","Mountain View, CA",$112K - $181K (Glassdoor est.),Job Type : Full-time,5001 to 10000 employees,-1,company - public,"department, clothing, & shoe stores",retail,unknown / non-applicable,"Job Description Data Scientist, Experimentation and User Study

Job Location: Mountain View, CA

Job Type: Full-time

Department/ Team: Search and Big Data

As a Data Scientist, you will evaluate and improve JD's search products. You will collaborate with a multi-disciplinary team of engineers and business analysts on a wide range of problems. The main focus of your work would on designing and improving AB test system on evaluating user satisfaction and long-term effects of user value. This position will bring scientific rigor and statistical methods to the challenges of product creation, development and improvement with an appreciation for the behaviors of the end user.

Responsibilities:
Minimum qualifications:
Preferred qualifications:


JD's search team is responsible for research and development of the search algorithms for all JD's search products. Search is the main entrance to JD's online retail business - the core business of JD.COM, and smart device business. The quality of search results plays a very important role to the online shopping experience of our customers, thus adding significant values to the success of the JD's online retail business. With the hundreds of millions of customers and items JD has, even a small improvement on the search algorithm may have great impact on the business and people's everyday life. By leveraging the state of the art machine learning/deep learning algorithms, we strive to understand the intent and behavior of our customers and to present the most relevant and personalized search results, allowing customers to make an informed purchase decision. We are recruiting talented experts to join our team to create the next generation of innovative and intelligent search products for JD.COM."
254,254,"AutoZone
3.3",Data Scientist,"Elk Grove, CA",$68K - $135K (Glassdoor est.),Job Type : Full-time,10000+ employees,1979,company - public,automotive parts & accessories stores,retail,$10+ billion (usd),"Business Environment and Job Description
ALLDATA is a large contributor to the success of AutoZone. It is an exciting blend of commercial software products with strong market leadership around the globe. Within ALLDATA, the new Data Science and Insights organization contributes critically to business strategy, planning, and operations. Our advanced analytics and collective business acumen drive business results.
We are launching a large-scale Big Data program whereby we are collecting a high volume of vehicle repair and part sale data to create a competitive advantage for AutoZone. To better leverage our data resources, we are looking for a Data Scientist to contribute to the development of predictive models in key products and services, engage with management and senior stakeholders across the business, advise and provide solutions and communicate the value of our services to the market.
Responsibilities"
255,255,"DocuSign
4.6",Data Analyst,"San Francisco, CA",$68K - $140K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,2003,company - public,computer hardware & software,information technology,$1 to $2 billion (usd),"Data Analyst
Engineering & Tech Operations | San Francisco, CA

If position is eligible for remote employment, it will exclude the following locations: Alaska, Colorado, Hawaii, Iowa, Maine, Mississippi, North Dakota, South Dakota, Vermont, West Virginia and Wyoming.

Our Agreement with Employees:
DocuSign is committed to building trust and making the world more agree-able for our employees, customers and the communities in which we live and work. You can count on us to listen, be honest, and try our best to do what's right, every day. At DocuSign, everything is equal. We each have a responsibility to ensure every team member has an equal opportunity to succeed, to be heard, to exchange ideas openly, to build lasting relationships, and to do the work of their life. Best of all, you will be able to feel deep pride in the work you do, because your contribution helps us make the world better than we found it. And for that, you'll be loved by us, our customers, and the world in which we live.


The Technical Evangelism and Information team within Engineering and Tech Operations, is tasked with creating a best-in-class developer, partner, and admin experience and a thriving, engaged community for the DocuSign Agreement Cloud -- helping technical audiences worldwide create, connect, and automate how organizations prepare, sign, act on, and manage agreements. We also create world-class content and data-driven solutions that communicate the value of DocuSign's Agreement Cloud platform and APIs to developers and technical decision makers and help them understand the potential impact DocuSign can have on their business. This group's focus extends from data stewardship, QA, visualization, dashboard tracking and analysis.


In this role you'll take a hands-on approach and deep dive into the customer journey to analyze and deliver clear, impactful insights that will inform key business decisions. You'll tackle multiple disparate data sets to uncover usage patterns and opportunities to surface key insights at each step of the customer journey.

This position is an individual contributor and reports to the Sr. Manager of Analytics.


● Design measurement frameworks for customer journey and product/feature usage
● Define KPIs, build dashboards, create reports to deliver business insights and ensure consistency, reliability and quality of all standard reports
● Develop informative analysis and data visualizations using spreadsheet, PPT, and BI tools and deliver data insights to main business stakeholders
● Build ad hoc reports and analyses based on requests from the business teams
● Manage data requests in JIRA and summarizes data findings and processes in JIRA and Confluence for internal documentation
● Collaborate with cross functional data teams across the organization
● Become knowledgeable on all customer data sets and deliver quick insights on ad hoc projects and analyses as necessary


• Bachelor's degree in mathematics, statistics, information systems, computer science, or equivalent
• 5+ years of work experience in data and business analytics
• Extensive knowledge of SQL server, Snowflake, JIRA, and MS Office Suite & advanced Excel - pivot tables, macros, PowerPivots, advanced functions
• 4+ years experience developing complex SQL, able to create multi-table joins and use analytical SQL functions
• Proficient in data visualization tools such as Tableau, QlikView, PowerBI
• Excellent quantitative, analytical, and reasoning skills
• Well-developed written, oral communication, and presentation skills


• Master's degree in a quantitative field such as mathematics, statistics, information systems or computer engineering
• Experience with data lakes and data warehousing"
256,256,"Aquabyte
4.2",Machine Learning Engineer,"San Francisco, CA",$96K - $181K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,2017,company - private,enterprise software & network solutions,information technology,less than $1 million (usd),"Aquabyte is seeking a Machine Learning Engineer to help develop and deploy new algorithms to fish farms across the world.

Watch our TV episode with Amazon's CTO at a Norwegian fish farm here! https://youtu.be/YZ_qJ5JFD3I

Our mission

Aquabyte is on a mission to revolutionize the sustainability and efficiency of aquaculture. It is an audacious, and incredibly rewarding mission. By making fish farming cheaper and more viable than livestock production, we aim to mitigate one of the biggest causes of climate change and help prepare our planet for impending population growth. Aquaculture is the single fastest growing food-production sector in the world, and now is the time to define how technology is used to harvest the sea and preserve for generations to come.

We are a diverse, mission-driven team that is eager to work alongside kindred spirits. If this vision makes you smile, gives you goosebumps, or otherwise inspires you please get in touch."
257,257,"AVANADE
4.1",Data Scientist,"Concord, CA",$84K - $161K (Glassdoor est.),Job Type : Full-time,10000+ employees,2000,company - private,it services,information technology,$2 to $5 billion (usd),"Country:
United States

Cities:
Boston, Concord, Hartford, New York City, Philadelphia, Providence

Area of expertise:
Analytics

Job Description




Do you enjoy discovering new ways in which data can support business decision-making? So do we.

You’re a natural communicator whose understanding of complex statistics and analytics can help prototypes become real solutions. We’re committed to helping you lead the way in analyzing information.



You love getting the most out of data, and understand how to use your knowledge, experience and knowhow of analytics to support business decision-making. You’re a flexible worker, comfortable deciding the best ways to work and to support your team members in delivering for clients.



In a world where information is available everywhere, how do you know which data you really need?

That’s where you come in. You know how to design, develop, and evaluate predictive models and advanced algorithms to get the best value out of your data. Your insight enables you to create plans to steer business strategy and get results.

Your analytical skills and understanding of complex analysis and modelling will help your colleagues and clients get the most out of their data. You’re naturally inquisitive, asking the right questions and interpreting the answers, creating models and programming, and giving advice on how to use the data to make business decisions. And, you’re comfortable sharing your knowledge with other members of the team.



Use a range of sometimes complex datasets, both structured and unstructured, to build solutions for your customers

Create insights into business performance by collecting, collating and analyzing data from multiple sources

Improve decision-making by using your knowledge of statistics, machine learning, programming, data modelling, simulation, and advanced mathematics to recognize patterns, ask questions and spot business opportunities

Use your teamwork skills to translate prototypes into new products, services, and features and provide guidelines for their roll-out

Give guidance on when and how to visualize data

Look out for new analytics tools and techniques and create new ways to generate and analyze information

Mentor and support junior colleagues



You’re comfortable with analysis, whether it’s statistical, quantitative, predictive, or optimization, and you’re proficient in at least one high-level programming language, such as S, C++, Python or Julia. Ideally, you have a Bachelor's degree in Applied Mathematics, Statistics, or a similar relevant field, and at least three years of relevant professional experience.

Your experience includes:

Explaining complex analytical methodologies and concepts in non-technical language

Using your judgment to solve complex problems spanning different business segments

Exceptional written and verbal communication and presentation skills

Experience with a variety of analytics tools, such as R, Revolution R, SAS, SPSS, MATLAB, MicroStrategy and Tableau

Data mining, analysis and modelling of large, complex data."
258,258,"Pocket Worlds
4.6",Senior Data Scientist [Remote],"San Francisco, CA",$151K - $181K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,2015,company - private,internet,information technology,unknown / non-applicable,"About Pocket Worlds

Pocket Worlds is a mobile gaming company that focuses on the power of games to connect people. We build deep, rich games that are social by design and last for decades. Our first game, Highrise, is a creative virtual world where people make avatars, express themselves, and create deep friendships along the way. Over 10 million people have already joined the world of Highrise, and it's growing faster every day.

We're a completely remote company with a diverse set of employees spanning 16 different countries. We are connected by a singular mission of building amazing games that bring our players together, and we live by our values, which you can read here.

Join our world class team who've shipped amazing products for Apple, Google, Electronic Arts, Zeptolab, Nanobit, and other top gaming companies."
259,259,"Opendoor
3.8",Senior Data Scientist,"San Francisco, CA",$111K - $177K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,2014,company - public,real estate,real estate,$5 to $10 billion (usd),"About Opendoor:
Founded in 2014, Opendoor’s mission is to empower everyone with the freedom to move. We believe the traditional real estate process is broken and our goal is simple: build a digital, end-to-end customer experience that makes buying and selling a home simple, certain and fast. We have assembled a dedicated team with diverse backgrounds to support the 85,000 customers who have selected us as a trusted partner in handling one of their largest financial transactions. But the work is far from over as we continue to grow in new markets. Transforming the real estate industry takes tenacity and dedication. It takes problem solvers and builders. It takes a tight knit community of teammates doing the best work of their lives, pushing one another to transform a complicated process into a simple one.

So where do you fit in? Whether you’re passionate about real estate, people, numbers, words, code, or strategy - we have a place for you. Real estate is broken. Come help us fix it.

About the Role:"
260,260,"AutoZone
3.3",Data Scientist,"Elk Grove, CA",$68K - $135K (Glassdoor est.),Job Type : Full-time,10000+ employees,1979,company - public,automotive parts & accessories stores,retail,$10+ billion (usd),"Business Environment and Job Description
ALLDATA is a large contributor to the success of AutoZone. It is an exciting blend of commercial software products with strong market leadership around the globe. Within ALLDATA, the new Data Science and Insights organization contributes critically to business strategy, planning, and operations. Our advanced analytics and collective business acumen drive business results.
We are launching a large-scale Big Data program whereby we are collecting a high volume of vehicle repair and part sale data to create a competitive advantage for AutoZone. To better leverage our data resources, we are looking for a Data Scientist to contribute to the development of predictive models in key products and services, engage with management and senior stakeholders across the business, advise and provide solutions and communicate the value of our services to the market.
Responsibilities"
261,261,"JD.com
3.6","Search - Data Scientist, Experimentation and User Study","Mountain View, CA",$112K - $181K (Glassdoor est.),Job Type : Full-time,5001 to 10000 employees,-1,company - public,"department, clothing, & shoe stores",retail,unknown / non-applicable,"Job Description Data Scientist, Experimentation and User Study

Job Location: Mountain View, CA

Job Type: Full-time

Department/ Team: Search and Big Data

As a Data Scientist, you will evaluate and improve JD's search products. You will collaborate with a multi-disciplinary team of engineers and business analysts on a wide range of problems. The main focus of your work would on designing and improving AB test system on evaluating user satisfaction and long-term effects of user value. This position will bring scientific rigor and statistical methods to the challenges of product creation, development and improvement with an appreciation for the behaviors of the end user.

Responsibilities:
Minimum qualifications:
Preferred qualifications:


JD's search team is responsible for research and development of the search algorithms for all JD's search products. Search is the main entrance to JD's online retail business - the core business of JD.COM, and smart device business. The quality of search results plays a very important role to the online shopping experience of our customers, thus adding significant values to the success of the JD's online retail business. With the hundreds of millions of customers and items JD has, even a small improvement on the search algorithm may have great impact on the business and people's everyday life. By leveraging the state of the art machine learning/deep learning algorithms, we strive to understand the intent and behavior of our customers and to present the most relevant and personalized search results, allowing customers to make an informed purchase decision. We are recruiting talented experts to join our team to create the next generation of innovative and intelligent search products for JD.COM."
262,262,"Aible
5.0",Data Science,"Foster City, CA",-1,Job Type : Full-time,1 to 50 employees,2018,unknown,enterprise software & network solutions,information technology,unknown / non-applicable,"Data Science
Aible is looking for enthusiastic and innovative people to join our Data Science team. The ideal candidate will work closely with our Engineering team to build our real world AI that empowers the business user. They must be adept with current machine learning, predictive modeling and optimization techniques and practices. They must also be comfortable working with a wide range of stakeholders and functional teams.
Responsibilities:
Implement machine learning and deep learning algorithms, employing a wide array of ensemble methods and common deep learning architectures
Design and develop a machine learning platform to train, manage data, evaluate, deploy models and to make and monitor predictions
Maintain and update elements of the AI and machine learning code base"
263,263,"Aquabyte
4.2",Machine Learning Engineer,"San Francisco, CA",$96K - $181K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,2017,company - private,enterprise software & network solutions,information technology,less than $1 million (usd),"Aquabyte is seeking a Machine Learning Engineer to help develop and deploy new algorithms to fish farms across the world.

Watch our TV episode with Amazon's CTO at a Norwegian fish farm here! https://youtu.be/YZ_qJ5JFD3I

Our mission

Aquabyte is on a mission to revolutionize the sustainability and efficiency of aquaculture. It is an audacious, and incredibly rewarding mission. By making fish farming cheaper and more viable than livestock production, we aim to mitigate one of the biggest causes of climate change and help prepare our planet for impending population growth. Aquaculture is the single fastest growing food-production sector in the world, and now is the time to define how technology is used to harvest the sea and preserve for generations to come.

We are a diverse, mission-driven team that is eager to work alongside kindred spirits. If this vision makes you smile, gives you goosebumps, or otherwise inspires you please get in touch."
264,264,"EOS
3.5",Data Scientist,"Fremont, CA",$79K - $156K (Glassdoor est.),Job Type : Full-time,501 to 1000 employees,2008,company - private,it services,information technology,unknown / non-applicable,"WHO WE ARE

EOS IT Solutions is a Global Technology and Logistics company, providing Collaboration and Business IT Support services to some of the world's largest industry leaders, delivering forward-thinking solutions based on multi-domain architecture. Customer satisfaction and commitment to superior quality of service are our top business priorities, along with investing in and supporting our partners and employees.

We are a true International IT provider and are proud to deliver our services through global simplicity with trusted transparency.

THE POSITION
The responsibilities of Data Engineer in combination with forecasting is identifying opportunities for forecasting in Collaboration Technologies and/or Enterprise Engineering Ops data, partnering with data scientists to determine the best forecasting models, making recommendations to service owners on these models.

WHAT YOU NEED TO SUCCEED


Natural curiosity and drive to find the ""why"" to uncover new things, to problem solve, to find deeper insights and meaning

Drive to understand the business space and their needs

REQUIRED SKILLS

Degree in quantitative field (e.g. Computer Science, Engineering, Mathematics, Statistics, Operations Research or other related field)

Expert in PySpark/Mahout/Python and SQL, R experience is optional

Experience with statistical methods such as forecasting, time series, hypothesis testing, classification, clustering or regression analysis

Experience working with distributed computing tools (Hadoop, Hive, Spark, etc.)

2+ years of industry or graduate research experience solving analytical problems and building models using quantitative, statistical or machine learning approaches

Experience with Machine Learning, Statistics, or other data analysis tools and techniques

Experience performing data extraction, cleaning, analysis and presentation for medium to large datasets

Experience with at least one programming language (i.e. Python, R, Java, or C++)

Experience writing SQL queries

Experience with statistics methods such as forecasting, time series, hypothesis testing, classification, clustering or regression analysis

Experience with scientific computing and analysis packages such as NumPy, SciPy, Pandas, Scikit-learn, dplyr, or ggplot2

Experience with data visualization libraries such as Matplotlib, Pyplot, ggplot2

Experience with machine learning libraries and packages such as PyTorch, Caffe2, TensorFlow, Keras or Theano

Strong communication skills to be able to effectively share findings and recommendations with the team

DESIRABLE SKILLS

Advanced degree (Master's or PhD or Equivalent experience) in quantitative field

Experience working with distributed computing tools (Hadoop, Hive, Spark, etc.)

Proficiency in algorithmic complexity

EOS is committed to creating a diverse and inclusive work environment and is proud to be an equal opportunity employer. We invite you to consider opportunities at EOS regardless of your gender; gender identity; gender reassignment; age; religious or similar philosophical belief; race; national origin; political opinion; sexual orientation; disability; marital or civil partnership status or other non-merit factor.

#indeedhp"
265,265,"Amazon Web Services, Inc.
3.8",Senior Data Scientist - Nationwide Opportunities,"San Francisco, CA",$127K - $212K (Glassdoor est.),Job Type : Full-time,10000+ employees,1994,company - public,internet,information technology,$10+ billion (usd),"Bachelor’s degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experience
Experience with ML fields, e.g., natural language processing, computer vision, statistical learning theory
6+ years of industry experience in predictive modeling, data science, and analysis
Experience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning models
Experience writing code in Python, R, Scala, Java, C++ with documentation for reproducibility
Experience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing SQL, and working with GPUs to develop models
Experience writing and speaking about technical concepts to business, technical, and lay audiences and giving data-driven presentations
Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI) and Machine Learning (ML)? Excited by using massive amounts of disparate data to develop ML models? Eager to learn to apply ML to a diverse array of enterprise use cases? Thrilled to be a part of Amazon who has been pioneering and shaping the world’s AI/ML technology for decades?

At Amazon Web Services (AWS), we are helping large enterprises build ML models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. AWS Professional Services works together with AWS customers to address their business needs using AI solutions.

AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML models, we’d like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers. A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions.

This is a customer-facing role and you will be required to travel to client locations and deliver professional services as needed.


Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records."
266,266,"AVANADE
4.1",Data Scientist,"Concord, CA",$84K - $161K (Glassdoor est.),Job Type : Full-time,10000+ employees,2000,company - private,it services,information technology,$2 to $5 billion (usd),"Country:
United States

Cities:
Boston, Concord, Hartford, New York City, Philadelphia, Providence

Area of expertise:
Analytics

Job Description




Do you enjoy discovering new ways in which data can support business decision-making? So do we.

You’re a natural communicator whose understanding of complex statistics and analytics can help prototypes become real solutions. We’re committed to helping you lead the way in analyzing information.



You love getting the most out of data, and understand how to use your knowledge, experience and knowhow of analytics to support business decision-making. You’re a flexible worker, comfortable deciding the best ways to work and to support your team members in delivering for clients.



In a world where information is available everywhere, how do you know which data you really need?

That’s where you come in. You know how to design, develop, and evaluate predictive models and advanced algorithms to get the best value out of your data. Your insight enables you to create plans to steer business strategy and get results.

Your analytical skills and understanding of complex analysis and modelling will help your colleagues and clients get the most out of their data. You’re naturally inquisitive, asking the right questions and interpreting the answers, creating models and programming, and giving advice on how to use the data to make business decisions. And, you’re comfortable sharing your knowledge with other members of the team.



Use a range of sometimes complex datasets, both structured and unstructured, to build solutions for your customers

Create insights into business performance by collecting, collating and analyzing data from multiple sources

Improve decision-making by using your knowledge of statistics, machine learning, programming, data modelling, simulation, and advanced mathematics to recognize patterns, ask questions and spot business opportunities

Use your teamwork skills to translate prototypes into new products, services, and features and provide guidelines for their roll-out

Give guidance on when and how to visualize data

Look out for new analytics tools and techniques and create new ways to generate and analyze information

Mentor and support junior colleagues



You’re comfortable with analysis, whether it’s statistical, quantitative, predictive, or optimization, and you’re proficient in at least one high-level programming language, such as S, C++, Python or Julia. Ideally, you have a Bachelor's degree in Applied Mathematics, Statistics, or a similar relevant field, and at least three years of relevant professional experience.

Your experience includes:

Explaining complex analytical methodologies and concepts in non-technical language

Using your judgment to solve complex problems spanning different business segments

Exceptional written and verbal communication and presentation skills

Experience with a variety of analytics tools, such as R, Revolution R, SAS, SPSS, MATLAB, MicroStrategy and Tableau

Data mining, analysis and modelling of large, complex data."
267,267,"Amazon Web Services, Inc.
3.8",Data Scientist - ProServe,"Patterson, CA",$85K - $165K (Glassdoor est.),Job Type : Full-time,10000+ employees,1994,company - public,internet,information technology,$10+ billion (usd),"Bachelor’s degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experience
Experience with ML fields, e.g., natural language processing, computer vision, statistical learning theory
4+ years of industry experience in predictive modeling, data science, and analysis
Experience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning models
Experience writing code in Python, R, Scala, Java, C++ with documentation for reproducibility
Experience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing SQL, and working with GPUs to develop models
Experience writing and speaking about technical concepts to business, technical, and lay audiences and giving data-driven presentations
Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI) and Machine Learning (ML)? Excited by using massive amounts of disparate data to develop ML models? Eager to learn to apply ML to a diverse array of enterprise use cases? Thrilled to be a part of Amazon who has been pioneering and shaping the world’s AI/ML technology for decades?

At Amazon Web Services (AWS), we are helping large enterprises build ML models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. AWS Professional Services works together with AWS customers to address their business needs using AI solutions.

AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML models, we’d like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers. A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions.

This is a customer-facing role and you will be required to travel to client locations and deliver professional services as needed.


Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us."
268,268,"Pocket Worlds
4.6",Senior Data Scientist [Remote],"San Francisco, CA",$151K - $181K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,2015,company - private,internet,information technology,unknown / non-applicable,"About Pocket Worlds

Pocket Worlds is a mobile gaming company that focuses on the power of games to connect people. We build deep, rich games that are social by design and last for decades. Our first game, Highrise, is a creative virtual world where people make avatars, express themselves, and create deep friendships along the way. Over 10 million people have already joined the world of Highrise, and it's growing faster every day.

We're a completely remote company with a diverse set of employees spanning 16 different countries. We are connected by a singular mission of building amazing games that bring our players together, and we live by our values, which you can read here.

Join our world class team who've shipped amazing products for Apple, Google, Electronic Arts, Zeptolab, Nanobit, and other top gaming companies."
269,269,"STAR Labs
3.5","Data Scientist, Data & Visualization (Contract)","Los Gatos, CA",$97K - $156K (Glassdoor est.),Job Type : Contract,1 to 50 employees,-1,company - private,advertising & marketing,business services,unknown / non-applicable,"Data Scientist, Data & Visualization (Contract)


Start Date: Immediate

STAR Labs

STAR Labs is an independent future factory of Samsung. We are scientists, mathematicians, engineers, designers and strategists from around the world. Our team brings a diverse set of skills from places including MIT, Stanford, Oxford, CMU, NASA, Google, Microsoft, Facebook and more. At STAR Labs, we are building the future, inspired by our dreams and created by science.

NEON is the first venture of STAR Labs (http://neon.life). We are rapidly expanding and looking for passionate and talented teammates to join us.



The Strategy Team is one of the core pillars of the company, responsible for overall growth and business planning. In addition, the Strategy Team also leads marketing, partnership, corporate finance, and product management. The Strategy Team works very closely on a day-to-day basis with the executive leadership of STAR Labs. This role is primarily focused on activities within product management.

As an Contract-to-Hire Data Scientist in Data / Visualization, you will be a part of the Strategy team, but working closely with the R&D team as well. You will be collaborating within the team to design architectures, processes, and visualizations around data related to artificial intelligence, but also work with R&D across product, design, infrastructure, strategy and engineering. You will have the opportunity to innovate, strategize, build prototypes of user-facing products, and ship these features to millions of people. Above all, you will be working outside your comfort zone while making an impact and having fun."
270,270,"tunein
4.4","Senior Data Scientist, Business Analytics","San Francisco, CA",$94K - $188K (Glassdoor est.),Job Type : Full-time,51 to 200 employees,2002,company - private,radio,media,unknown / non-applicable,"TuneIn is continuing to hire for all open roles with all interviewing and on-boarding done virtually due to COVID-19. Everyone new to the team, along with our current employees, will temporarily work from home until it is safe to return to our offices.
TuneIn HQ – San Francisco, California
NO INTERNATIONAL or Corp-2-Corp candidates will be considered

About the Position

At TuneIn, we are reinventing listening for a connected world, with live sports, up-to-the-minute news, curated music, millions of podcasts, and over 120,000 streaming radio stations—streamed to tens of millions of customers through our mobile and web apps, and our unmatched platform of hundreds of consumer device and service integrations. From smartphone to smart speaker to electric car, TuneIn delivers live and on-demand audio from voices you trust wherever you want to listen.

As a Senior Data Scientist, you will lead data analysis, experimentation, and modeling projects across the subscriptions, product, and content/ads spaces. This is a high-impact position where your work will have a direct and high impact on business decision-making, content offering, and product features. Models and tools you design will be used to battle churn and offer increasingly engaging content."
271,271,"eBay Inc.
4.0",Machine Learning Engineer,"San Francisco, CA",$100K - $196K (Glassdoor est.),Job Type : Full-time,10000+ employees,1995,company - public,internet,information technology,$10+ billion (usd),"TBD
This website uses cookies to enhance your experience. By continuing to browse the site, you agree to our use of cookies
View our privacy policy
View our accessibility info
StubHub is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, veteran status, and disability, or other legally protected status. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at recruiting@stubhub.com. We will make every effort to respond to your request for disability assistance as soon as possible."
