,company,job title,headquarters,salary estimate,job type,size,founded,type,industry,sector,revenue,job description
397,"Harnham
3.8",Senior Data Scientist,"San Francisco, CA",-1,Job Type : Full-time,51 to 200 employees,2006,company - private,staffing & outsourcing,business services,$25 to $50 million (usd),"Senior Data Scientist
$185,000-195,000 + Bonus
San Francisco, CA
A rapidly growing team is looking to add an exceptional Senior Data Scientist to their ranks! If you have worked in SQL and Python, have experience utilizing Machine Learning and Statistical Models, we want to hear from you!
THE COMPANY:
Our client is a retail giant looking to transform their market."
398,"Wish
3.3","Sr. Data Scientist, Logistics","San Francisco, CA",$142K - $223K (Glassdoor est.),Job Type : Full-time,501 to 1000 employees,2010,company - public,other retail stores,retail,$1 to $2 billion (usd),"Company Description

Wish is a mobile e-commerce platform that flips traditional shopping on its head. We connect hundreds of millions of people with the widest selection of delightful, surprising, and—most importantly—affordable products delivered directly to their doors. Each day on Wish, millions of customers in more than 160 countries around the world discover new products. For our over 1 million merchant partners, anyone with a good idea and a mobile phone can instantly tap into a global market.
We're fueled by creating unique products and experiences that give people access to a new type of commerce, where all are welcome. If you’ve been searching for a supportive environment to chase your curiosity and use data to investigate the questions that matter most to you, this is the place.

Job Description"
399,"Snapchat
4.2","Machine Learning Engineer, 5+ Years Experience - San Francisco","San Francisco, CA",$117K - $202K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,2011,company - public,computer hardware & software,information technology,unknown / non-applicable,"Snapchat is a camera and messaging app that connects people to their friends and the world. Every day around the globe, millions of people use Snapchat to communicate with friends, build relationships, play, and learn. No matter where you are or how you express yourself, it’s always the fastest way to share a moment!
Snap Engineering teams build fun and technically sophisticated products that reach hundreds of millions of Snapchatters around the world, every day. We’re deeply committed to the well-being of everyone in our global community, which is why our values are at the root of everything we do. We move fast, with precision, and always execute with privacy at the forefront.
Some core features we build and maintain include Snapchat’s Camera, Creative Tools, Maps, Chat, Memories, Stories, Discover, Games, and Minis. Our Infrastructure teams deliver an innovative and cost-efficient platform that ensures Snapchat is the fastest way to communicate with your friends, no matter where you are in the world. We have one of the fastest growing digital ad platforms, and our Monetization teams drive measurable returns for advertisers through novel ad formats like Augmented Reality. As a Snap Engineering team member, you’ll help us build the future of communication."
400,Compassion Pathways,Machine Learning Scientist,"San Francisco, CA",$103K - $164K (Glassdoor est.),Job Type : Full-time,unknown,-1,company - public,-1,-1,unknown / non-applicable,"Machine Learning Scientist San Francisco/New York The Machine Learning Scientist will support a diverse set of initiatives to improve patient selection, treatment and follow-up via the development of novel machine learning & AI algorithms.
You will partner with internal and external stakeholders to develop insights and models to advance discoveries in mental health care.
Roles and responsibilities
Provide expertise company-wide on a variety of Machine Learning and AI topics in order to improve the patient journey and provide mission-critical applications as COMPASS grows
Develop algorithms & methodologies that incorporate digital and traditional biomarkers (voice, vision, smart device, etc.) in order to improve the treatment process
Work collaboratively with engineering (back-end/front-end/UI+UX/ and others) to deploy these algorithms in a highly scalable and distributed infrastructure to help patients in real time"
401,"Visual Concepts
4.2",Machine Learning Engineer,"Novato, CA",$81K - $159K (Glassdoor est.),Job Type : Full-time,51 to 200 employees,1988,subsidiary or business segment,computer hardware & software,information technology,unknown / non-applicable,"Who We Are:
At Visual Concepts, we believe great games are made by diverse and empowered teams with a shared passion for play. As one of the world's top game development studios, we have shipped over 100 multi-sku titles to critical acclaim and commercial success. Our teams are independent and entrepreneurial. Our studios in Agoura Hills, Novato, Orange County, Budapest, Shanghai, Austin, San Jose, Vancouver and Seoul are committed to artistry and technical innovation, offering top candidates the opportunity to learn and grow with some of the smartest and most creative minds in the industry.

What You Will Do:
Help design and develop machine learning models to solve classification, pose estimation, character transition, and mesh generation problems.
Implement data processing, scraping, and annotation procedures to prepare model training data
Work with our internal game engine to integrate and visualize model inference results


Bachelor's degree in Computer Science, Maths, or related discipline
3+ years of programming experience in Python with specific experience using Numpy and OpenCV
Experience solving supervised learning problems with modern Machine Learning libraries such as TensorFlow and PyTorch
Strong understanding of 3D Maths including quaternions, linear algebra, and 3D matrix transformations
Some experience in C/C++


Experience working in game development a plus
Experience working with 3D game engines such as Unity and Unreal a plus.

Please note that Visual Concepts Entertainment and 2K Games never use instant messaging apps or personal email accounts to contact prospective employees or conduct interviews. When emailing, only use VCentertainment.com and 2K.com accounts."
402,"Amazon.com Services LLC
3.8","Data Scientist, Alexa AI","Sunnyvale, CA",$96K - $180K (Glassdoor est.),Job Type : Full-time,10000+ employees,1994,company - public,internet,information technology,$10+ billion (usd),"Bachelor's Degree
3+ years of experience with data scripting languages (e.g SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab)
2 years working as a Data Scientist
Master’s or PhD in a relevant field
2+ years experience with various data analysis and visualization tools
Experience with various machine learning techniques and parameters that affect their performance
Interested in Amazon Alexa? We’re building the speech and language solutions behind Amazon products and services. Come join us!

As a Data Scientist, you will be responsible for data-driven improvements to our spoken language understanding models. Your work will directly impact our customers in the form of products and services that make use of speech and language technology.


·
·
·
·
·
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us"
403,"UC San Francisco Academic
4.1",Data Science Specialist,"San Francisco, CA",$76K - $157K (Glassdoor est.),Job Type : Full-time,10000+ employees,1864,college / university,colleges & universities,education,$25 to $50 million (usd),"Application Window
Open date: September 18th, 2020
Last review date: Saturday, May 1, 2021 at 11:59pm (Pacific Time)
Applications received after this date will be reviewed by the search committee if the position has not yet been filled.
Final date: Friday, Mar 18, 2022 at 11:59pm (Pacific Time)
Applications will continue to be accepted until this date, but those received after the review date will only be considered if the position has not yet been filled.
Position description"
404,"DNAnexus
4.7",Translational Informatics Data Scientist,"Mountain View, CA",-1,Job Type : Full-time,51 to 200 employees,2009,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,$25 to $50 million (usd),"Company Description

DNAnexus is the leading cloud-based SaaS company serving the global life science community. DNAnexus’ health informatics platform serves customers across a spectrum of industries — government, biopharmaceutical, clinical diagnostics, healthcare, and academic research in 33 countries with compliant protection of data, privacy, and intellectual property. The platform provides a secure and collaborative environment where genomics, multi-omics, and real world data can be combined with clinical data at scale, providing new insights that can lead to improved diagnostics, new targeted therapies and better patient care.

Job Description

DNAnexus xVantage Group is passionate about partnerships and client success. Our partnership culture is as important as the technology we provide our clients. Our mission is to help our clients achieve their research and clinical goals with the DNAnexus solutions and services. Our team includes highly sought after experts including data scientists, bioinformaticians, cloud computing experts, and software engineers."
405,AmpersandPeople,Lead Data Scientist,"San Francisco, CA",-1,Job Type : Full-time,-1,-1,-1,-1,-1,-1,"We are on a mission to help people improve physical and mental health by creating a new category of products that target the microbiome. We are researching, developing and commercializing a novel class of rationally-designed Live Synbiotics™ (probiotics + prebiotics) that have demonstrated clinical efficacy to treat conditions like metabolic syndrome, inflammation and neurodegeneration and you can help.

This position will have you working closely with R&D and Process Development. As a Lead Data Scientist with us, you will use your strong quantitative/statistical background to help our Scientists design their experiments. You will be instrumental in data analysis, pipeline design and implementation, and creating models and reports. You will be in a position to mentor the team in data science, statistics, and experimental design.

This role is very visible within our organization. You will collaborate closely with Data Scientists, Lab Scientists and Software/Data Engineers doing exciting work.

If you’re interested in building a new category of products that will help improve the lives of people globally and you love working in a cross-functional, collaborative, inspiring environment, we would like to meet you.


PhD in Computer Science, Statistics, Computational Biology, Bioinformatics or related fields with a strong quantitative background

Hands on experience in designing experiments with Lab Scientists and building models and production pipelines (design, development, deployment and maintenance)

Solid knowledge of statistical techniques, e.g., EDA, regression analysis, hypothesis testing and ML methods

Hands-on industry experience with python, R, AWS, Docker and Unix/Linux environments using Bash, Make and related Unix tools

Plus. Strong understanding of biology and/or bioinformatics algorithms, e.g., sequence assembly

This role will give an unparalleled opportunity to push the boundaries of microbiome and precision medicine research."
406,Sisu,Machine Learning Engineer,"San Francisco, CA",$83K - $162K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,-1,company - private,internet,information technology,unknown / non-applicable,"At Sisu, we're building a software platform that empowers people to make better decisions using data. Based on years of cutting-edge research at Stanford, Sisu enables users to quickly and comprehensively understand what’s driving their key metrics, so they never miss a window of opportunity to act.

Sisu leverages the massive amounts of data available within private, first-party data warehouses, which capture a real-time, structured view of organizational behavior. By monitoring the performance of key metrics like revenue, retention, and churn, and their relationships to interactions between key factors like user demographics, campaigns, and acquisition channels, we can help users make better decisions. The key problem Sisu solves is to help identify what’s driving change among this enormous feature and hypothesis space. To do so, we combine statistical analysis and machine learning at scale to provide users personalized, real-time diagnoses of changes in their metrics via an explainable, interpretable user interface.

As a machine learning engineer, you’ll have the opportunity to shape the future of machine learning on massive, structured data. Much like public search engines rely on sophisticated models for ranking and relevance over unstructured text, machine learning is integral to Sisu’s value proposition of ranking and highlighting key drivers behind metrics derived from structured data. These results inform our users on how to take action as their businesses are changing."
407,"Spin
3.5","Senior Data Scientist, Analytics (Product)","San Francisco, CA",$107K - $194K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,1981,company - private,-1,-1,$1 to $5 million (usd),"About Spin

Spin is a fast-growing micromobility company committed to a world with clean air, liveable cities, safe streets, and widespread access to convenient, affordable transportation. If you're searching for a top-tier career where you can make a difference and dynamically collaborate within a creative, lively environment—Spin welcomes you!

We're passionate about transportation and technology. The work we accomplish fulfills a sense of meaning and purpose, which goes beyond the traditional dimensions of a workplace. Our products and initiatives directly influence people's lives, which is proven by our customers' feedback.

Founded in 2017, and now a subsidiary of Ford Motor Company, we have worked together with cities, campuses, community groups, and businesses to expand internationally. Even as we expand, we maintain the close feeling of a small business, with ""fireside chats"" chats led by our company's founders, weekly OKR pop-up videos, music-infused presentations at our All Hands meetings, and more. During this time of working remotely, our creativity and shared goals have kept us united and bonded within our virtual community.

We are a diverse team of artists, engineers, designers, urban planners, policymakers, marketers, and operators. We believe in inclusivity and build powerful alliances to fulfill our goals and move our mission forward. Above all, we at Spin are connected by our values and #BeOrange spirit, which represents unity, purpose, passion, and creativity.

About the Role

We are looking for a Senior Data Scientist to join our Analytics team to generate insights and build data products that will allow us to answer some of our toughest questions to help us innovate and grow. You will be solving challenging business problems, performing statistical analyses and identifying and solving data quality issues. You will be collaborating with engineering and product teams to define data requirements and shape strategic direction. If you are passionate about using data to solve hard problems, we want to hear from you!

Our team consists of people that are passionate about creating finely polished and intuitive experiences and, at the same time, obsess over performance and reliability of what we build. We challenge the status quo and strive towards finding the best way to solve problems.

We work in small collaborative groups to keep processes and overhead low, so we have a lot of trust and autonomy to perform the work required to build the best product.

Responsibilities

Analyze data and develop data models to enable self-serve insights at scale.
Define business metrics that measure the health of our business and product.
Collaborate with Operations teams to translate business insights into decisions and actions.
Develop dashboards and frameworks to monitor business and product performance.
Design and analyze A/B and multivariate tests to measure business impact.

Qualifications

Degree in a quantitative field like analytics, statistics, economics, computer science, or applied math.
Minimum of 5 (3 with advanced degree) years of relevant experience in data science or analytics role.
Advanced SQL skills.
Experience in Python (preferred) or R including data science and visualization libraries.
Extensive experience creating data visualizations with tools like Looker (preferred), Tableau or Mode.
Strong oral and written communication skills, and ability to collaborate with cross-functional partners to build the business.

Preferred Qualifications

Experience with Github / Gitlab and source control.
Experience contributing to or developing an ETL using such tools as Airflow and dbt.
Prior Product Analytics experience.

Benefits & Perks

Opportunity to join a fast-growing startup and help shape and establish the company's industry leadership

Competitive health benefits

Unlimited PTO for salaried roles

Pre-tax commuter benefits

Monthly cell phone bill stipend

Wellness perk for salaried roles

Spin is an equal opportunity employer and will not discriminate against any employee or applicant for employment in an unlawful matter. We celebrate diversity and are committed to creating an inclusive environment for all individuals. Spin treats all employees and job applicants on the basis of merit, qualifications, and competence without regard to any qualified individuals' sex, race, color, religion, national origin, ancestry, gender (including pregnancy, breastfeeding, or related medical condition), sexual orientation, gender identity, gender expression, age, physical or mental disability, medical condition, genetic characteristic or information, marital status, military and veteran status, or any other characteristic protected by state or federal law. Spin also considers qualified applicants with criminal histories, consistent with applicable local, state, and federal law.

Spin is committed to providing reasonable accommodations for qualified individuals with disabilities in its job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at job_accommodations@spin.pm."
408,"C3 AI
4.6",Data Scientist / Senior Data Scientist,"Redwood City, CA",$85K - $170K (Glassdoor est.),Job Type : Full-time,501 to 1000 employees,2009,company - public,enterprise software & network solutions,information technology,$100 to $500 million (usd),"C3.ai, Inc. (NYSE: AI) is a leading provider of Enterprise AI software for accelerating digital transformation. C3 AI delivers a family of fully integrated products: C3 AI® Suite, an end-to-end platform for developing, deploying, and operating large-scale AI applications; C3 AI Applications, a portfolio of industry-specific SaaS AI applications; C3 AI CRM, a suite of industry-specific CRM applications designed for AI and machine learning; and C3 AI Ex Machina, a no-code AI solution to apply data science to everyday business problems. The core of the C3 AI offering is an open, model-driven AI architecture that dramatically simplifies data science and application development. Learn more at: www.c3.ai
As a Data Scientist or Senior Data Scientist, you will participate in the definition of new analytics capabilities able to provide our customers with the information they need to make proper decisions to support our customers in operating the internet of things (IoT). In addition, you will help find the appropriate machine learning / data mining algorithms to answer these questions. Finally, you will be responsible for implementing this into the product and making it available to our customers.

Qualified candidates will have an in-depth knowledge of most common machine learning techniques and their application. You will also understand the limitations of these algorithms and how to tweak them or derive from them to achieve similar results at large-scale.


Driving adoption of Deep Learning systems into next-generation of C3 AI products.

Designing and deploying Machine Learning algorithms for industrial applications such as fraud detection and predictive maintenance.

Collaborating with data and subject matter experts from C3 AI and its customer teams to seek, understand, validate, interpret, and correctly use new data elements.


MS or PhD in Computer Science, Electrical Engineering, Statistics, or equivalent fields.

Applied Machine Learning experience (regression and classification, supervised, and unsupervised learning).

Strong mathematical background (linear algebra, calculus, probability and statistics).

Experience with scalable ML (MapReduce, streaming).

Ability to drive a project and work both independently and in a team.

Smart, motivated, can do attitude, and seeks to make a difference.

Excellent verbal and written communication.

Preferred

Experience with JavaScript and prototyping languages such as Python and R. Experience with Java and Scala is a plus.

Knowledge in electrical engineering and cyber-physical systems is a plus.

A portfolio of projects (GitHub, papers, etc.) is a plus.

C3 AI provides a competitive compensation package and excellent benefits including:

Competitive salary, generous stock options, 401K, medical, dental, and vision benefits. At the office, we offer a fully stocked kitchen with catered breakfast and lunch, table tennis and pool table, free membership at our on-site gym, Friday evening social hours with food, drink and music and a fun team of great people.

C3 AI is proud to be an Equal Opportunity and Affirmative Action Employer. We do not discriminate on the basis of any legally protected characteristics, including disabled and veteran status."
409,"Snapchat
4.2","Machine Learning Engineer, 3+ Years Experience - San Francisco","San Francisco, CA",$113K - $189K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,2011,company - public,computer hardware & software,information technology,unknown / non-applicable,"Snapchat is a camera and messaging app that connects people to their friends and the world. Every day around the globe, millions of people use Snapchat to communicate with friends, build relationships, play, and learn. No matter where you are or how you express yourself, it’s always the fastest way to share a moment!
Snap Engineering teams build fun and technically sophisticated products that reach hundreds of millions of Snapchatters around the world, every day. We’re deeply committed to the well-being of everyone in our global community, which is why our values are at the root of everything we do. We move fast, with precision, and always execute with privacy at the forefront.
Some core features we build and maintain include Snapchat’s Camera, Creative Tools, Maps, Chat, Memories, Stories, Discover, Games, and Minis. Our Infrastructure teams deliver an innovative and cost-efficient platform that ensures Snapchat is the fastest way to communicate with your friends, no matter where you are in the world. We have one of the fastest growing digital ad platforms, and our Monetization teams drive measurable returns for advertisers through novel ad formats like Augmented Reality. As a Snap Engineering team member, you’ll help us build the future of communication."
410,"Facebook
4.3","Data Scientist, Analytics - Facebook Reality Labs, XROS","Burlingame, CA",$119K - $188K (Glassdoor est.),Job Type : Full-time,10000+ employees,2004,company - public,internet,information technology,$10+ billion (usd),"Facebook Reality Labs builds tools that help people feel connected anytime, anywhere. We envision a world where physical distance doesn't limit our ability to connect with one another and neither do our devices. We target product categories with high potential for sustaining human connection at population scale. Our strategy is to build products that gain enough market share to establish broad consumer expectations around communication, acceptability, and privacy for their entire category.We are looking for a seasoned Data Scientist to be a foundational member of a new team partnering with the several hundred engineers developing the operating systems that power new hardware devices like Quest, Quest 2, Portal, and future mobile devices. We operate in both the virtual reality, augmented reality, and mixed reality space.The ideal candidate has a background in both software and hardware, especially with regard to system resource constraints and metrics. We are looking for someone who can work end-to-end, identifying important work areas, working with engineers to instrument telemetry and logging, analytically solve problems, developing data pipelines, data visualizations, and other tools to transform complex data issues into digestible data insights, and converting data insights into shippable product features."
411,"Forethought
5.0","Machine Learning Engineer, Deep Learning & NLP","San Francisco, CA",$86K - $164K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,2007,company - private,it services,information technology,less than $1 million (usd),"At Forethought, we're solving the world's hardest problems in Natural Language Understanding to build an ""answer engine"" for the enterprise. Customers use our answer engine to give employees and customers access to the right information at the right time. Our mission is to ""enable everyone to become a genius at their job"".

Founded in 2017, Forethought is funded by some of the top VC's and Angel Investors in Silicon Valley. (Hint: We're backed by some of the same investors as Twilio, Lyft, and Front)

We're looking for world-class Deep Learning and Natural Language Processing ML Engineers to come join our team! We're looking for folks with a growth mindset, who love to solve the world's hardest problems, and want to have an impact on the world.

You will be responsible for researching and implementing state-of-the-art algorithms in Question Answering, Machine Reading Comprehension, Recognizing Textual Entailment, Document Classification, Text Analytics, Sentiment Analysis, and Automated Knowledge Graph Extraction."
412,"Snapchat
4.2","Machine Learning Engineer, 1+ Years Experience - Mountain View","Mountain View, CA",$124K - $211K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,2011,company - public,computer hardware & software,information technology,unknown / non-applicable,"Snapchat is a camera and messaging app that connects people to their friends and the world. Every day around the globe, millions of people use Snapchat to communicate with friends, build relationships, play, and learn. No matter where you are or how you express yourself, it’s always the fastest way to share a moment!
Snap Engineering teams build fun and technically sophisticated products that reach hundreds of millions of Snapchatters around the world, every day. We’re deeply committed to the well-being of everyone in our global community, which is why our values are at the root of everything we do. We move fast, with precision, and always execute with privacy at the forefront.
Some core features we build and maintain include Snapchat’s Camera, Creative Tools, Maps, Chat, Memories, Stories, Discover, Games, and Minis. Our Infrastructure teams deliver an innovative and cost-efficient platform that ensures Snapchat is the fastest way to communicate with your friends, no matter where you are in the world. We have one of the fastest growing digital ad platforms, and our Monetization teams drive measurable returns for advertisers through novel ad formats like Augmented Reality. As a Snap Engineering team member, you’ll help us build the future of communication."
413,"Snapchat
4.2","Machine Learning Engineer, Discover Content Quality, 5+ Years Experience - San Francisco","San Francisco, CA",$105K - $204K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,2011,company - public,computer hardware & software,information technology,unknown / non-applicable,"Snapchat is a camera and messaging app that connects people to their friends and the world. Every day around the globe, millions of people use Snapchat to communicate with friends, build relationships, play, and learn. No matter where you are or how you express yourself, it’s always the fastest way to share a moment!
Snap Engineering teams build fun and technically sophisticated products that reach hundreds of millions of Snapchatters around the world, every day. We’re deeply committed to the well-being of everyone in our global community, which is why our values are at the root of everything we do. We move fast, with precision, and always execute with privacy at the forefront.
Some core features we build and maintain include Snapchat’s Camera, Creative Tools, Maps, Chat, Memories, Stories, Discover, Games, and Minis. Our Infrastructure teams deliver an innovative and cost-efficient platform that ensures Snapchat is the fastest way to communicate with your friends, no matter where you are in the world. We have one of the fastest growing digital ad platforms, and our Monetization teams drive measurable returns for advertisers through novel ad formats like Augmented Reality. As a Snap Engineering team member, you’ll help us build the future of communication."
414,"Sitecore
3.6",Machine Learning Engineer,"San Francisco, CA",$96K - $170K (Glassdoor est.),Job Type : Full-time,501 to 1000 employees,2001,company - private,computer hardware & software,information technology,$50 to $100 million (usd),"Sitecore delivers a digital experience platform that empowers the world’s smartest brands to build lifelong relationships with their customers. A highly decorated industry leader, Sitecore is the only company bringing together content, commerce, and data into one connected platform that delivers more than 500,000 digital experiences every day. Leading companies including American Express, ASOS, Carnival Cruise Lines, Kimberly-Clark, L’Oréal and Volvo Cars rely on Sitecore to provide more engaging, personalized experiences for their customers. Learn more at Sitecore.com
Sitecore is experiencing spectacular growth all over the world. We are currently looking for a highly skilled and experienced Machine Learning Engineer to join the Product Development team and contribute to Sitecore’s vision of enabling our customers to own the experience.

You will join a dynamic, international and cutting-edge organization with high growth rates and highly motivated employees.


We are looking for a passionate machine learning engineer who thrives on building systems leveraging AI and machine learning. As an engineer and expert in machine learning applications, you will be working as part of a team to define and execute data science solutions.

You will work with the Director of Engineering on developing and executing our Sitecore AI machine learning roadmap, by collaborating closely with data scientists, engineers and product managers."
415,"Spartan Technologies
3.0",Machine Learning Engineer,"San Francisco, CA",$90K - $174K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,2007,company - private,it services,information technology,$5 to $10 million (usd),"Spartan Technologies, Inc. - San Francisco, CA
Be a pioneer and join our client’s global Data, Analytics & AI “startup with assets,” where you will have the chance to build exciting solutions to improve our Americas business and at the same time be part of a bigger, across-continents, data community.
Note: This is a perm role with Salary and full suite of Benefits. Client is not sponsoring visa's at this time...
We are open to candidates located outside the San Francisco Bay Area who want to work remotely; however, you will be expected to work Pacific Standard Time hours.

About The Job
Implement end-to-end solutions for batch and real-time algorithms along with requisite tooling around monitoring, logging, automated testing, performance testing and A/B testing
Example Projects

Here Are Some Specific Projects You Will Work On And Contribute To
Required skills:"
416,"Facebook
4.3",Decision Scientist,"Menlo Park, CA",-1,Job Type : Full-time,10000+ employees,2004,company - public,internet,information technology,$10+ billion (usd),"The Marketing team focuses on building Facebook's brand presence by improving user sentiment and product education. Our Marketing team seeks to understand how our users feel about our products so we can help people better understand Facebook's intent and mission and guide our users to key features that can enrich their lives. The Decision Science team provides insightful analytics on consumer perception of the Facebook experience as a consultative partner to our Marketing team so we can better connect our users to Facebook and our products. We are seeking a talented analytics professional who thrives at the intersection of data, human behavior, marketing, product, and engineering. The ideal candidate will have a strong technical and analytical background, as well as an intense hunger to make a significant business impact by owning and driving business outcomes. Strong time management and communication skills are critical.
Partner with our marketing teams to make well-informed decisions backed by product usage data and survey results
Empathize with Facebook users' attitudes, emotions, and opinions to promote product awareness and meaningful interactions on the platform"
417,"PG&E Corporation
3.8",Expert Quantitative Analyst,"San Francisco, CA",$85K - $157K (Glassdoor est.),Job Type : Full-time,10000+ employees,1905,company - public,utilities,"oil, gas, energy & utilities",$10+ billion (usd),"Requisition ID # 23197

Job Category : Accounting / Finance
Job Level : Individual Contributor
Business Unit: Strategy and Policy

Company

Based in San Francisco, Pacific Gas and Electric Company, a subsidiary of PG&E Corporation (NYSE: PCG), is one of the largest combined natural gas and electric utilities in the United States.And we deliver some of the nation's cleanest energy to our customers in Northern and Central California. For PG&E, Together, Building a Better California is not just a slogan.It's the very core of our mission and the scale by which we measure our success. We know that the nearly 16 million people who do business with our company count on our more than 24,000 employees for far more than the delivery of utility services.They, along with every citizen of the state we call home, also expect PG&E to help improve their quality of life, the economic vitality of their communities, and the prospect for a better future fueled by clean, safe, reliable and affordable energy.

Pacific Gas and Electric Company is an Affirmative Action and Equal Employment Opportunity employer that actively pursues and hires a diverse workforce. All qualified applicants will receive consideration for employment without regard to race, color,national origin, ancestry, sex, age, religion, physical or mental disability status, medical condition, protected veteran status, marital status, pregnancy, sexual orientation, gender, gender identity, gender expression, genetic informationor any other factor that is not related to the job.

Department Overview
The Strategic Quantitative Modeling and Analysis (SQA&M) department is a unit in the Strategy & Analytics (SA) department, which resides within Energy Policy and Procurement (EPP). The SQA&M department currently has eight positions. It is a collaborative team best characterized as an enterprise-wide internal consulting group supporting partners and clients across PG&E. The SQA&M team provides quantitative analysis, probabilistic risk analysis, real-options analysis, Request For Offer (RFO) model valuation development, energy and capacity forward curve support, cost-effectiveness analysis, and avoided cost analysis.

The SQA&M group is a team that resides within the Strategy and Analytics (SA) department, which is responsible for strategy development, decision-support analytics addressing forecasting and planning matters in wholesale and retail energy markets, in PG&E’s service territory and California. SA resides within the Energy Policy and Procurement (EPP) organization. SA has about 40 members who provide business acumen and analytical support for strategic decisions, operational risk management, commercial decisions as well as regulatory support and advocacy. Topics in scope for SA include business models, decarbonization strategies, greenhouse gas (GHG) emissions, climate change, combined heat and power (CHP), curtailment for solar, wind, and hydro, energy storage modeling and valuation, renewable integration and pricing, avoided costs and cost effectiveness analysis for integrated IRP (i.e., demand-side Management (BTM PV, EV, DR, DERs) and supply-side management (CTs, CCs, Nuclear, Batteries, Pumped-storage, etc.)).

Position Summary
The Quantitative Analyst Expert will report to the SQA&M director and will partner and collaborate with colleagues in the SQA&M team as well as others within the EPP organizations and throughout PG&E. The successful candidate will be work from PG&E’s headquarters (77 Beale St) in San Francisco, CA.

Job Responsibilities

The expert will effectively partner and collaborate with staff within and outside the SQA&M department. This person will have at least eight years of experience, and will be accountable for:

Works with Directors and Managers across functions to influence decisions involving high degrees of uncertainty such as, (a) operational and market risks analysis, (b) strategic planning, (c) data-driven decision making, (d) analytical support of policy matters.
Identifies business implications associated with properties and characteristics of quantitative tools, stochastic models, complex statistical and financial formulas and algorithms, methodologies, and analytic procedures and processes.
Assists in translating business concerns and issues into appropriate mathematical formulations.
Designs and develops quantitative models, analytic tools, methodologies, procedures, and processes to address complex and innovative issues in valuing and evaluating assets, transactions, potential transactions, and portfolios.
Performs research on analytical methods.
Values and evaluates complex or novel assets, transactions, and potential transactions.
Identifies portfolio impacts driven by complex interrelationships across asset classes, market conditions, and regulatory policies.
Reviews and critiques technical and quantitative studies and analysis performed by external parties, including consultants, government agencies, and stakeholder groups.
Supports identification, development, implementation, and resolution of advanced analytic issues associated with complex, cross-functional planning or operational matters at PG&E.
Designs and composes presentation of advanced analytic content in written reports, testimony, and other written work products for internal and external stakeholders.
Explains findings, methodologies, and business implications to internal and external stakeholders.
Advises internal stakeholders on appropriate use of quantitative tools and models.
Generating periodic, insightful, succinct reports using programming tools such as SAS JMP Pro, MATLAB, SAS, Tableau, Python, Excel, etc.
Providing effective regulatory support in a variety of existing and emerging topics.
Preparing presentations for SA senior management as well as for distribution outside SA and the Company, as reviewed and approved.
Representing PG&E externally as required (CPUC and CEC workshops, FERC, EPA, EPRI, trade association task forces, and other similar forums).
Making succinct recommendations, extracting business insights, and effectively explaining technical methodologies to others within and outside PG&E, as required and approved.
P erforming data visualization studies.
Writing clear documentation for models and procedures.
Providing effective verifiable knowledge transfer (VKT) to guarantee effective departmental business continuity consistent with Enterprise Risk Management and Information Systems (ERIM).
Meeting deadlines and effectively managing projects.

Qualifications


Bachelor’s degree in mathematics, physics, engineering or other quantitative discipline, or equivalent experience
5 years of quantitative experience with some experience in the energy/utility sector


Effective and flexible, oral and written communication skills adaptable to address diverse audiences such as senior management, regulatory, technical, and non-technical groups.
Collaborative person with a customer orientation. Strong team-player skills.
Proven deep experience in regulated and unregulated energy and utility sectors.
Demonstrated experience deploying financial and real-options analysis including Monte Carlo Simulation and combining and recombining trees to assess optionality.
Graduate degree (PhD or masters) in mathematics, physics, engineering, or other highly quantitative discipline. Such as (options analysis, financial engineering, decision analysis, multivariate statistics, predictive analytics, finance, economics, operations research, statistics, etc.)
Strong programming skills including knowledge of some of the following tools: SAS, SAS JMP, Python, Advanced Excel, VBA, Matlab, Xpress (or other optimization tools), @Risk (or Crystal Ball), and Risk Optimizer, Tableau, Spotfire, Mathcad, Mathematica
Strong proficiency with the following Microsoft tools such as OneNote, Word, PowerPoint, Excel
Knowledge of Teradata, large central data repositories, Bloomberg.
IT savvy wit strong knowledge of SQL and other database tools."
