,company,job title,headquarters,salary estimate,job type,size,founded,type,industry,sector,revenue,job description
312,"Xoriant Corporation
4.0",Business Intelligence Analyst,"San Francisco, CA",$76K - $137K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,1990,company - private,it services,information technology,$100 to $500 million (usd),"Job Title: Business Intelligence Analyst
Duration: 6*+ Months*
Location: San Francisco, CA / Remote
The Global Store and Services team are part of a vibrant organization that manage both the transactional store and subscription businesses for PlayStation. GSS brings together staff from around the world, with a passion for engaging PlayStation gamers with relevant and entertaining content. This area of Sony Interactive Entertainment has seen significant growth in recent years to become a key revenue contributor and continues to evolve with the industry to create new business opportunities.
The GSS Business Planning team drives accountability for business results through empowering leadership with data & intelligence, implementing KPI frameworks linked to our goals, rigorous cost & margin management and accurate forecasting & planning. We are looking for individuals who are motivated by being part of a truly global team, working together at the forefront of digital content distribution."
313,Sisu,Machine Learning Engineer,"San Francisco, CA",$83K - $162K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,-1,company - private,internet,information technology,unknown / non-applicable,"At Sisu, we're building a software platform that empowers people to make better decisions using data. Based on years of cutting-edge research at Stanford, Sisu enables users to quickly and comprehensively understand what’s driving their key metrics, so they never miss a window of opportunity to act.

Sisu leverages the massive amounts of data available within private, first-party data warehouses, which capture a real-time, structured view of organizational behavior. By monitoring the performance of key metrics like revenue, retention, and churn, and their relationships to interactions between key factors like user demographics, campaigns, and acquisition channels, we can help users make better decisions. The key problem Sisu solves is to help identify what’s driving change among this enormous feature and hypothesis space. To do so, we combine statistical analysis and machine learning at scale to provide users personalized, real-time diagnoses of changes in their metrics via an explainable, interpretable user interface.

As a machine learning engineer, you’ll have the opportunity to shape the future of machine learning on massive, structured data. Much like public search engines rely on sophisticated models for ranking and relevance over unstructured text, machine learning is integral to Sisu’s value proposition of ranking and highlighting key drivers behind metrics derived from structured data. These results inform our users on how to take action as their businesses are changing."
314,"CooTek
4.2","Principal Applied Scientist, Data Science","Mountain View, CA",$109K - $218K (Glassdoor est.),Job Type : Full-time,201 to 500 employees,-1,company - public,-1,-1,unknown / non-applicable,"Responsibilities
Build Chatbot to distribute information in real-time scenarios.
Build domain-specific knowledge graph and integrate into products.
Establish NLP foundations to process natural language data for multiple products.
Enhance language models and predictive engines of text entry products.
Apply data science to attain business goals such as digital marketing and advertising.
Responsible for reaching both technical and business objectives.
Minimum Qualifications
PhD in data science related field."
315,United One Solutions,Data Analyst,"Newark, CA",-1,Job Type : Full-time,-1,-1,-1,-1,-1,-1,"Job Description:
This position requires the ability to collect and analyze business data, apply financial business rules and receive & process product requests. Data Analyst will be expected to provide documentation including detailed descriptions of data issues found in reviews and provide an assessment of the viability of executing selected business scenarios
This position supports the Product Acquisition team for a major government contract.

Job Requirements:
Bachelors degree or equivalent work experience
2+ years experience in a purchasing/procurement environment"
316,"HCL Technologies
3.7",Data Engineer,"Sunnyvale, CA",$74K - $145K (Glassdoor est.),Job Type : Full-time,10000+ employees,1991,company - public,computer hardware & software,information technology,$5 to $10 billion (usd),"*Candidates must be authorized to work in the U.S. We are unable to sponsor work visas at this time.
About company:
HCL is a business enterprise with presence in the fields of technology and healthcare. Founded in 1976 as one of India's original IT garage startups, the HCL enterprise currently comprises three companies in India - HCL Technologies, HCL Enterprise generates annual revenues of US$ 10 billion and has over 159,000 employees operating out of 50 countries.
HCL seeks a Data Engineer for a full-time employment opportunity. This is a salaried position with benefits for HCL; it requires candidates should be open and willing to relocate to any area (with paid relocation assistance). No sponsorship available.
The ideal candidates should have a minimum 8+ years minimum experience as a Data Engineer with Scala development experience in Spark."
317,CA-One Tech Cloud Inc,Data Analyst,"Sunnyvale, CA",$55K - $124K (Glassdoor est.),Job Type : Full-time,-1,-1,-1,-1,-1,-1,"Job Title: Data Analyst
Job Location: Sunnyvale, CA
Duration: 12+ Months
Job Description:
Minimum qualifications:
· Bachelor's degree or equivalent practical experience.
· 6 years of experience in statistical modelling, data mining, and data analysis.
· 6 years of experience with SQL."
318,"CVPartners
4.1",Backend Data Engineer,"San Jose, CA",-1,Job Type : Full-time,51 to 200 employees,2001,company - private,staffing & outsourcing,business services,unknown / non-applicable,"Job Title: Netsuite Integration Developer
Type of Role: Contract
Job Location: San Jose, CA
Industry: Information Technology
Salary Range: N/A
CVPartners is working with a retail tech client of ours that is seeking a Sr. NetSuite Integration Developer who is comfortable working independently on a NetSuite integration using MapReduce and SuiteCloud processor. The ideal candidate will possess the following:
Comfortable acting as an independent NetSuite developer
MapReduce
SuiteCloud Processor"
319,"Sony Corporation of America
3.1",Lead Data Scientist - Analyst,"San Jose, CA",$99K - $207K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,1988,subsidiary or business segment,industrial manufacturing,manufacturing,$100 to $500 million (usd),"Sony Corporation of America , located in New York, NY , is the U.S. headquarters of Sony Corporation, based in Tokyo, Japan. Sony's principal U.S. businesses include Sony Electronics Inc., Sony Mobile Communications (USA) Inc., Sony Interactive Entertainment LLC., Sony Pictures Entertainment Inc., Sony Music Entertainment, and Sony/ATV Music Publishing LLC. With some 900 million Sony devices in hands and homes worldwide today, a vast array of Sony movies, television shows and music, and the PlayStation Network, Sony creates and delivers more entertainment experiences to more people than anyone else on earth. To learn more: www.sony.com .
Sony's R&D Center already have teams and assets in the data science domain and have
been applying to various business domains of Sony (e.g. finance). Looking at Sony's
India business, Sony Pictures Network in India have quite large amount of user
behavior data and huge opportunities of growth.
Key Responsibilities"
320,"Power Integrations
3.8",Data Analyst,"San Jose, CA",$59K - $115K (Glassdoor est.),Job Type : Full-time,501 to 1000 employees,1988,company - public,electrical & electronic manufacturing,manufacturing,$100 to $500 million (usd),"Job Description
Data Analyst
The Data Analyst will utilize analysis and visualization software to assist various engineering groups with evaluation of Semiconductor Wafer Foundry, Assembly, and Wafer Sort and Final Test data for New Products introduction and sustaining products support and business needs.
Responsibilities:
Generating yield reports, TC analysis reports of initial product lots, parametric analysis reports, and data analyses to enhance new product introductions.
Generating engineering reports based on testing and characterization of products in support of ongoing wafer facility management as well as a wafer facility transfers."
321,"Salesforce
4.4","Data Analyst, Sales Policy & Planning - Salesforce.org","San Francisco, CA",$69K - $128K (Glassdoor est.),Job Type : Full-time,10000+ employees,1999,company - public,computer hardware & software,information technology,$10+ billion (usd),"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Sales
Job Details
Everyone who wants to change the world should have the tools and technology to do so. Technology is the most powerful equalizer of our time, providing access to data, knowledge, and-above all-connections. Salesforce.org gets our technology in the hands of nonprofits and educators so they can connect with others and do more good. As a social enterprise, the more missions our technology supports, the more we invest back into technology and communities, creating an endless circle of good. We’re here to help; visit us at Salesforce.org.



Enhancing our data quality has been a key aspect in Salesforce’s ability to continue our fast growth and scale towards becoming a $20B+ company.

This role will involve working with cross-functional business owners to help ensure the quality, accuracy and consistency of Salesforce.org data. This person will become an expert in determining eligibility for non-profits and educational institutions, per the Global Sales Policy guidelines, and is expected to leverage existing sources of truth to maintain and improve data quality of Salesforce.org accounts. This is a hands-on role which requires expertise to perform account data clean-up using Salesforce applications or other appropriate tools. This person will research new data sources and identify new accounts to expand coverage in emerging markets.

Finally, this person will get the opportunity to own and manage projects related to improving processes, automation and innovation.



Help ensure quality and accuracy of Salesforce.org account and opportunity data.

Develop and manage monthly reports, metrics and dashboards related to said quality and accuracy.

Own and manage the list of sources of truth (SOTs) for Salesforce.org customer data.

Work with IT teams to improve internal processes, build automation related to those processes and innovate wherever possible.



Bachelor’s degree.

2-4 years data analyst and/or business analyst.

Understanding of data management and data quality concepts.

SQL & Python proficiency.

Strong customer service skills.

Exceptional analytical, conceptual, and problem-solving abilities.

Demonstrated self-starter.

Excellent oral and written communication skills with a high degree of attention to detail.

Ability to work remotely with a US based team (schedule flexibility to overlap with US PST business hours 2-3 hrs/day).



Salesforce administrator certification.

Proficiency with Tableau.

Experience working and communicating with sales teams.

Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records."
322,"Beshton Software
3.7",Data Engineer,"San Francisco, CA",$78K - $144K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,-1,company - private,-1,-1,less than $1 million (usd),"Job Description:
Develop mathematical analysis models to use in development of Beshton’s website applications for identifying product marketing influence and other software products to assist clients in improving their business operations;
Apply knowledge of statistics and mathematics to software data analysis and provide analytical support on big data projects;
Assemble data such as product news and process the data to use in analysis, utilize analytical methods including regression analysis and hypothesis testing;
Design and analyze statistical algorithms for use in software, collaborate with application developers to ensure the mathematical accuracy of the platform;
Perform complex analysis computations to validate software models and algorithms, identify discrepancies, and develop solutions;"
323,"Kelly
3.5","Principle Scientist (Bioassay Development) - Fremont, CA","Fremont, CA",-1,Job Type : Full-time,5001 to 10000 employees,1946,company - public,staffing & outsourcing,business services,$5 to $10 billion (usd),"Principle Scientist (Bioassay Development) - Fremont, CA
Job Description:
Responsible for leading method development, optimization, and phase-appropriate qualification of custom bioassays for clients per ICH guidelines, meeting defined project timelines and producing high quality data and reports
Participates in intake phone calls with new clients to establish project requirements and deliverables, and teleconferences with clients to communicate progress of on-going projects
Oversees development, troubleshooting, and qualification of new bioassays in product portfolio intended for potency / lot release or neutralizing antibody (NAb) applications.
Implements design of experiment (DoE) approaches in bioassay development and qualification process to understand performance characteristics and improve robustness of bioassays






]]"
324,"Synapse Financial Technologies Inc
3.8",Machine Learning Engineer,"San Francisco, CA",$105K - $127K (Glassdoor est.),Job Type : Full-time,51 to 200 employees,2014,company - private,financial transaction processing,finance,unknown / non-applicable,"We are looking for machine learning engineers to help us build an automated backoffice. In traditional banks, back offices are filled with humans. Their job usually is to verify physical documents (like government issued IDs, proof of address, proof of income documents etc), fill out forms, and search for people on google (no joke) and other sites.
Instead of using people, we want to use machines to do these things. Here is our reasoning behind this: If we can automate the back office, then we won't have costs associated with customers like traditional banks. We would be able to offer state of the art finance products to everyone at a low cost, regardless of their bank balance. (Usually banks charge monthly management fees to people with lower bank balance, aka people with lower socioeconomic status - we want to break that cycle).
Check this out: https://medium.com/synapsefi/insto-instant-account-opening-a2aac88bc0dd. Everything here uses machine learning, from instant government ID verification, to video authentication to social media verification. These are the kind of tools you will be building."
325,"AutoGrid Systems
3.5",Senior Data Scientist,"Redwood City, CA",$104K - $179K (Glassdoor est.),Job Type : Full-time,51 to 200 employees,2011,company - private,computer hardware & software,information technology,$5 to $10 million (usd),"About AutoGrid Systems
At AutoGrid, you will join a team helping to accelerate the world’s transition to a clean, affordable and reliable energy system. We’re a growing and award-winning clean-technology company driving the fundamental transformation of the electrical grid into a distributed, decarbonized and digitized network of connected assets. You will collaborate with a team of world-class software, data and energy experts working at the forefront of advanced data science, artificial intelligence, machine learning and high-performance computing. Our solutions give you an opportunity to make a real-world impact. If you are passionate about using technology to improve society and love a fun, fast-paced work culture with opportunities for continuous learning and advancement, you will love AutoGrid.
Position Overview
As a member of the data science team you will develop AutoGrid’s predictive controls platform. This high-performance forecasting, optimization and real-time control engine is the core component responsible for intelligently and continuously managing complex energy networks."
326,"Kelly
3.5",Associate Scientist II (Downstream PD),"Hayward, CA",-1,Job Type : Full-time,5001 to 10000 employees,1946,company - public,staffing & outsourcing,business services,$5 to $10 billion (usd),"Associate Scientist II (Downstream PD), Fremont, CA
Why Apply?
Grow as a scientist and gain wide-range of experience from top scientists in the field
Flexible on-site schedule
Join a leading, growing biopharmaceutical and work in a new facility
Support the acceleration of drug development programs and impact to patients
What Will You Do?
Work on various aspects of Purification and Manufacturing such as
Process development



]]"
327,Big Data Federation,Data Scientist (Mid-Level/Senior),"Santa Clara, CA",$76K - $153K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,-1,company - private,financial analytics & research,finance,unknown / non-applicable,"This is an exciting role in which Silicon Valley meets Wall Street. You will play a key role in bringing technological innovation to the financial industry. In particular you will use your finely honed mathematical, computer science, and coding skills to create data-driven investment strategies and novel trading opportunities for our asset management firm. We particularly welcome passionate, data-oriented candidates eager to learn new skills, and mentor their colleagues in areas where they themselves excel.
As a Data Scientist you will:
Collaborate with researchers to provide insights in data
Do statistical analysis to figure out leading indicators to market
Visualize and explore data to figure out patterns and create new predictive features
Develop data science infrastructure tooling such as proprietary R packages"
328,"ACL Digital
3.5",Business Analyst/Data Scientist,"Menlo Park, CA",$73K - $141K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,1992,company - private,it services,information technology,unknown / non-applicable,"Location
Menlo Park, CA
Experience
2-5
Years
Job Code
CA-2020-5
Preferred Education:
Bachelor’s degree in Computer Science, Computer Engineering, Industrial Engineering, Information Technology, Software Engineering or a similar related field of study. Master’s degree in any of these fields is a plus 1 to 3 years of related experience."
329,"Laboratory Corporation of America Holding
3.3","Research Scientist (entry level PhD) - South San Francisco, CA","South San Francisco, CA",$58K - $117K (Glassdoor est.),Job Type : Full-time,10000+ employees,1995,company - public,research & development,business services,$10 to $25 million (usd),"Monogram Biosciences, a wholly-owned subsidiary of LabCorp, located in South San Francisco, CA, is seeking an enthusiastic and motivated Scientist to join its Companion Diagnostics (CDx) team that supports and enables emerging gene and cell based therapies. The Scientist will innovate, design and execute experiments to: demonstrate proof of concept and feasibility of novel assay candidates, provide technical expertise in support of assay development, and ensure successful assay validation, implementation and regulatory approval. Along with other team members, this position will design and execute experiments, critically analyze data and interpret results.
This is an exciting opportunity to join a dynamic and pioneering team that is tasked with the innovation, development and validation of novel CDx assays in support of potential curative therapies for severe inherited and acquired end-stage diseases. Open to hiring candidates right out of PhD program -- no previous experience required!
Please note: we are unable to provide sponsorship for this position."
330,"ZS Associates
4.0",Decision Analytics Consultant,"San Francisco, CA",$74K - $135K (Glassdoor est.),Job Type : Full-time,5001 to 10000 employees,1983,company - private,consulting,business services,unknown / non-applicable,"ZS is a professional services firm that works side by side with companies to help develop and deliver products that drive customer value and company results. From R&D to portfolio strategy, customer insights, marketing and sales strategy, operations and technology, we leverage our deep industry expertise and leading-edge analytics to create solutions that work in the real world. Our most valuable asset is our people—a fact that’s reflected in our values-driven organization in which new perspectives are integral and new ideas are celebrated. ZSers are passionately committed to helping companies and their customers thrive in industries ranging from healthcare and life sciences, to high-tech, financial services, travel and transportation, and beyond.

ZS's Business Consulting group partners with clients to design and deliver solutions to help them tackle a broad range of business challenges. Our teams work on multiple projects simultaneously, leveraging advanced data analytics and problem-solving techniques. Our recommendations and solutions are based on rigorous research and analysis underpinned by deep expertise and thought leadership."
331,"ACL Digital
3.5",Business Intelligence Analyst,"San Francisco, CA",$79K - $147K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,1992,company - private,it services,information technology,unknown / non-applicable,"Location
San Francisco
Experience
3-5
Years
Job Code
CA-2020-2
Preferred Education:
Bachelor’s degree in Computer Science, Computer Information Systems, Computer Engineering, Software Engineering, or a closely related field of Engineering. Master’s degree in any of these fields is a plus.
Area of Expertise:"
332,"Health Plan of San Mateo
3.8",Health Data Analyst,"South San Francisco, CA",$57K - $105K (Glassdoor est.),Job Type : Full-time,201 to 500 employees,-1,nonprofit organization,health fundraising organizations,non-profit,unknown / non-applicable,"Health Data Analyst
Full-Time w/ Benefits.
Telecommute from home. POSITION ONLY OPEN TO CALIFORNIA RESIDENTS
The Role
The Health Data Analyst will be planning and evaluating activities through the design and development of reports and the analysis and interpretation of data. This includes the development of database tools, data analysis to evaluate the effectiveness of HPSM quality studies and programs, and provision of data support for various programs and ad hoc reports.
Your job duties will include:"
333,"IDEASVOICE
4.0",Date Scientist,"San Francisco, CA",-1,Job Type : Full-time,1 to 50 employees,-1,company - private,-1,-1,unknown / non-applicable,"About the Role
As a Data Scientist at IdeasVoice your role is to explore AI to develop intelligent services to build a valuable network for startups.
You will work on analyzing web usability performance and modeling user behavior. You will build and implement machine learning models to make intelligent matching and users profiling.
You will also Identify other interesting problems to solve and work closely with engineers, designers, product managers team to iterate on solutions.
‪We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving Internet-scale social platform. The ideal candidate understands human behavior and knows what to look for in the data. ‬"
334,"Amazon.com Services LLC
3.8",Senior Data Scientist - Amazon Search,"Palo Alto, CA",$104K - $193K (Glassdoor est.),Job Type : Full-time,10000+ employees,1994,company - public,internet,information technology,$10+ billion (usd),"Master’s degree in a highly quantitative field (Machine Learning, AI, Computer Science, Statistics, Mathematics, Operational Research, etc.), or equivalent professional or military experience working as a Data Scientist.
At least 5 years of experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), or statistical/mathematical software (e.g. R, Stata, Matlab).
Experienced in using multiple data science methodologies to solve complex business problems (e.g. statistical analysis, research science, machine learning and deep learning techniques, data modeling, regression modeling, financial analysis, demand modeling, etc.).
Ability to distill informal customer requirements into problem definitions, dealing with ambiguity and competing objectives.
Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment."
335,"Belcan
3.6",Data Engineer (Linguistics),"Palo Alto, CA",-1,Job Type : Full-time,51 to 200 employees,-1,company - private,advertising & marketing,business services,$1 to $5 million (usd),"A remote-based Data Engineer in Palo Alto, CA is currently available through Belcan. In this role, you will:
Manage and process large amounts of linguistic data.
Adopt and design quality control metrics and methodology to evaluate the quality of data.
Collaborate with other Language Engineers and Scientists in defining metrics, guidelines, and workflows.
Use existing language processing tools to bootstrap and process data.
Develop scripts and tools to crawl and process data.
Design and implement custom annotation templates in Sagemaker Ground Truth.
Oversee the quality of linguistic annotation.
Advocate for strict adherence to annotation guidelines.
REQUIRED SKILLS
PREFERRED SKILLS
If you are interested in this remote Data Engineer position please apply via the 'apply now' link provided. Belcan is a leading provider of qualified personnel to many of the world's most respected enterprises. We offer excellent opportunities for contract/temporary, temp-to-hire, and direct assignments in the engineering, IT, and professional fields. We are the employer of choice for thousands worldwide. Our overriding goal is to provide quality staffing solutions that help people, organizations, and communities succeed. Belcan is a team-driven Equal Opportunity Employer committed to workforce diversity. For more information, please visit our website at http://www.belcan.com.

prg145"
336,"Proofpoint
4.0",Threat Data Labeler Contractor,"Sunnyvale, CA",-1,Job Type : Contract,1001 to 5000 employees,2002,company - public,enterprise software & network solutions,information technology,$100 to $500 million (usd),"It's fun to work in a company where people truly BELIEVE in what they're doing!

We're committed to bringing passion and customer focus to the business.

Company Overview
At Proofpoint, we have a passion for protecting people, data, and brands from today’s advanced threats and compliance risks. We hire the best people in the business to:
Build and enhance our proven security platform
Blend innovation and speed in a constantly evolving cloud architecture
Analyze new threats and offer deep insight through data-driven intelligence
Collaborate with customers to help solve their toughest security challenges
We are singularly devoted to helping our customers protect what matters most. That’s why we’re a leader in next-generation cybersecurity - and why more than half of the Fortune 100 trust us as a security partner.
The Role
Provide input data labels that would help build the next generation of machine learning based threat detection systems at Proofpoint. In doing so, you help protect millions of people around the globe from cyber security attacks. We are looking for people with high attention to detail and the ability to label data sets with tremendous accuracy. This input will be the fuel to train and evolve sophisticated machine learning algorithms at Proofpoint. In this role, you get to collaborate with some of the sharpest minds in cyber security and get exposed to the applied data science in production systems.
Your day to day
Review emails and related meta data to provide classification labels.
Use internal search tools to find similar messages to a given email.
Work closely with data scientist to learn techniques used in business compromised email attacks
What you bring to the team
Excellent communications skills.
Familiar with Boolean search methods.
Detail-oriented.
Organized and an ability to work independently or as a team.
Familiarity with navigating the internet - research techniques on the internet and finding information quickly.
Ability to follow guidelines carefully and do time bound tasks with efficiency.
Ability to do repetitive tasks without degradation in quality.
Reading multiple languages a plus
Programming skills a plus
Why Proofpoint
As a customer focused and driven-to-win organization with leading edge products, there are many exciting reasons to join the Proofpoint team. We believe in hiring the best the brightest and cultivating a culture of collaboration and appreciation. As we continue to grow and expand globally, we understand that hiring the right people and treating them well is key to our success! We are a multi-national company with locations in 10 countries, with each location contributing to Proofpoint’s amazing culture!
If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!"
337,"JD.com
3.6",Data Engineer - Business Growth,"Mountain View, CA",$74K - $134K (Glassdoor est.),Job Type : Full-time,5001 to 10000 employees,-1,company - public,"department, clothing, & shoe stores",retail,unknown / non-applicable,"Data Engineer - Business Growth: JD.com

JD.com is China's largest online retailer and its biggest overall retailer, as well as the country's biggest Internet company by revenue. JD.com sets the standard for online shopping through its commitment to quality, authenticity, and its vast product offering covering everything from fresh food and apparel to electronics and cosmetics. Its unrivaled nationwide fulfillment network provides standard same- and next-day delivery covering a population of more than 1 billion - a level of service and speed that is unmatched globally. In 2017, JD had 292.5M annual active consumers and net revenue of US$55.7B. JD.com is currently on pace to become China's largest B2C e-commerce platform by 2021. JD.com is listed on the NASDAQ under the ticker ""JD"". In 2014, the year of its listing, this was the largest IPO on the NASDAQ. JD.com was the first Chinese Internet company to be included on the Fortune Global 500 List.

JD plans to strengthen its leadership position as a technology-driven company over the next 10+ years, with a focus on big data, AI technology and smart logistics, and to become the dominant e-commerce platform in China. To achieve these goals, we aim to more deeply understand consumer behavior in China, better understand what drives purchases, how to forecast demand, and how to target promotions, advertising and other efforts across the whole range of technologies available to sophisticated Chinese consumers today. As global brands enter China and as China in turn becomes more globalized, we will provide innovative ways for these brands to deliver new products, help drive new monetization strategies and provide solutions for brand safety and product authenticity. In addition, we are constantly evolving our already state-of-the-art ad-serving platform to serve digital ads across all of China. For this platform, we are developing sophisticated analytics around attribution, return and exposure. To drive this exciting agenda forward, we are looking for people with strong social science, quantitative, statistical and machine learning skills who can partner with our team in Mountain View and in Beijing to leverage the vast data and computational assets of JD (which now involves collaboration and data sharing with Baidu, NetEase, Quihoo, Sogou, Toutiao and WeChat. This powerful consortium combines the largest search, gaming, mobile-security, news-aggregation and social network companies in China).

The ideal candidate for this position will be quantitatively trained (advanced master's or PhD) with expertise in data science. Individuals who are interested in using computing and data to more deeply understanding consumer behavior, marketplace behavior, competition and who have a passion for solving complex business problems through the combined use of data, technology and strategy will thrive in our environment. They will also be comfortable working cross-functionally and thrive in a fast-paced organization. Interest in e-commerce and in economics/quantitative marketing/business-analytics is a plus.

Responsibilities

Design, build and launch new data extraction, transformation and loading pipelines to develop data-based tools for analyzing consumer behaviors.

Produce high quality code with reliability and scalability; efficiently collaborate across different teams to ensure smooth transition of POC stage code stacks to productization.

Analyze large-scale structured and unstructured data; develop new machine learning, statistical models and visualization tools to help answer JD advertising and marketing related business questions.

Minimum Qualifications

Master's or PhD degree in Computer Science, Statistics, Mathematics or related fields.

Proficiency in SQL and a Unix/Linux environment for automating processes with shell scripting.

Deep understanding of big data technologies (some subset of MapReduce, Hadoop, Pig, Spark, Hive, Kafka, etc.).

Proficiency in at least one of the following programming languages: Java, C++, Scala, Python, R.

Solid foundation in data structures and algorithms, with excellent debugging and troubleshooting skills.

Excellent communication skills and a strong team player.

Interest in consumer behavior, e-commerce and related business questions.

Training and experience in ML and building statistical models a plus.

About JD-Business Growth

The Business Growth Business Unit manages JD's ad-business. JD's ad-tech comprises a set of large scale publishing, programmatic ad-exchange, ad-network and data management platforms for serving digital ads on JD-owned and affiliated properties across China. JD Business Group also works on JD's marketing technology platform efforts aimed at helping brands leverage JD and its partners' large-scale data and computing assets to improve their marketing in China.

JD Business Growth research group in Silicon Valley is focused on using science to suggest, support and shape new and existing data-driven advertising, e-commerce, and marketing products. We combine large-scale experimentation, statistical-econometric, machine learning and artificial intelligence tools, with social-science, economics and computer science to find innovative ways to drive growth and monetization. Some of the problems we work on include advertising attribution, recommendation systems, advertising targeting, using applied economics, causal inference, deep learning, and reinforcement learning methods.

JD.com is an Equal Opportunity Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class."
338,"WeDriveU, Inc.
3.6",Transportation Data Analyst,"Burlingame, CA",$58K - $109K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,1988,company - private,transportation management,transportation & logistics,unknown / non-applicable,"Job Description

Position Title:

Data Analyst

Department:

Customer Success

Reports to:

Manager, Customer Success"
339,Warman O'Brien,Bioinformatics Scientist,"San Francisco, CA",$86K - $166K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,-1,company - private,-1,-1,unknown / non-applicable,"My client is a leading innovative Biopharma who are working on the most cutting-edge technologies within cell and gene therapies specifically targeting oncology.
As the business continues to grow they are looking to add talented Bioinformaticians to their Translational Science team. If successful you will be joining a world leading team of scientists and Data Science professionals based in San Francisco, who are at the top of their game and are constantly pushing the boundaries of what we believe possible within T-Cell research.
Your experience will include:
PhD, BSc or MSc Bioinformatics, Computational Biology, or a related technical field
Practical experience analysing DNAseq data
Demonstrated fluency in a general programming language (Python/R)"
340,"Astrix Technology Group
4.2",Medicinal Chemistry Research Scientist,"South San Francisco, CA",$64K - $140K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,-1,company - private,consulting,business services,unknown / non-applicable,"The successful candidate will plan and execute the synthesis, purification, and characterization of small molecule compounds for evaluation in drug discovery projects.
As a Medicinal Chemist you will work independently as well as of part of a team. You will contribute to drug design, develop new synthetic routes, perform SAR analyses, and stay up-to-date with the relevant scientific literature. In addition, you will maintain clear and accurate records of your experimental work and provide regular written and oral progress reports.
Requirements:
Ph.D. in synthetic organic chemistry and 1 – 4 years of relevant post-graduate work: prior exposure to the pharmaceutical or biotech industry is a plus but not mandatory
Extensive practical experience in designing and performing organic syntheses"
341,financial services company,Data Analyst,"San Ramon, CA",$62K - $137K (Glassdoor est.),Job Type : Full-time,-1,-1,-1,-1,-1,-1,"Executes test, data extraction, and analysis utilizing the department's various computer software packages within established deadlines.
Prepares, and documents detailed specifications of the programs utilized to pull data. Includes: creation and use of documents to facilitate the request and data integrity of the data that is provided to the internal customer.
May analyze and make recommends on business, technology, and process improvement opportunities. *Partners with various business lines to perform data analysis procedures as applicable to the support of ongoing projects.
Generates ad hoc reports and regular datasets or report information for end-users using system tools and database or data warehouse queries.
Work with senior management, technical and client teams in order to determine data requirements, business data implementation approaches, best practices for advanced data manipulation, storage and analysis strategies."
342,"Denali System Co., Ltd
3.0",Data Scientist -- Full-time,"Mountain View, CA",$87K - $160K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,-1,company - private,-1,-1,unknown / non-applicable,"Data Scientist -- Full-time
About Us
Denali System, a fast-growing start-up located in Silicon Valley, is committed to becoming the leading AIoT solution provider. We are dedicated to helping users break the barriers between technology, business, and data. Our goal is to help clients to discover the commercial value in the data.
Denali has built a series of industry solutions based on our platform in finance, transportation, security, public service, etc., and has reached in-depth cooperation with many enterprises, including one of the fortune 500 insurance companies. We are looking for a passionate Data Scientist to join our team and build an influential startup company with us!
Job Description"
343,Laguna Source,"Sr. Scientist/Associate Director, Downstream MSAT, Biologics Manufacturing","San Francisco, CA",-1,Job Type : Full-time,1 to 50 employees,-1,company - private,-1,-1,less than $1 million (usd),"This is an exciting foreign expatriate leadership opportunity responsible for overseeing Manufacturing Sciences & Technology (MS&T) related downstream purification manufacturing activities for large scale clinical and commercial recombinant protein manufacturing. This is a unique opportunity within an emerging Global Contract Manufacturing Organization (CMO) backed by a major multinational corporation. You will be charged with overseeing the following activities:

Leading MSAT staff and projects relating to downstream purification manufacturing operations.
Leading technology transfer processes and working cross functionally between Process Development and Manufacturing departments.
Providing technical leadership and subject matter expertise relating to downstream related manufacturing deviations, change control, process optimization, technical troubleshooting, and manufacturing process changes."
